39	1001	11101002	2017-11-06	37250	5	1
62	1022	17771102	2017-11-06	17940	6	7
66	1004	17771102	2017-11-06	35820	6	7
119	1010	17001003	2017-11-06	15480	6	1
148	1005	17771102	2017-11-06	62700	6	5
169	1004	16451004	2017-11-06	35820	6	11
207	1006	10701010	2017-11-06	56850	5	15
282	1007	11101002	2017-11-06	95880	6	1
289	1035	11001007	2017-11-06	29946	6	5
309	1002	13781006	2017-11-06	35100	3	10
53	1013	14561110	2017-11-07	35172	4	5
60	1002	17821103	2017-11-07	46800	4	7
118	1007	17001003	2017-11-07	95880	6	5
208	1004	10701010	2017-11-07	29850	5	7
302	1008	17821103	2017-11-07	59950	5	5
16	1068	10701010	2017-11-09	49885	5	5
141	1071	17771102	2017-11-09	26096	7	7
170	1069	16451004	2017-11-09	5220	6	11
184	1071	14821005	2017-11-09	26096	7	8
73	1070	15581009	2017-11-12	4244	4	10
64	1022	17771102	2017-11-13	17940	6	2
63	1016	17771102	2017-11-07	43140	6	5
67	1016	15581009	2017-11-14	28760	4	5
86	1070	11101002	2017-11-14	6366	6	1
136	1038	17771102	2017-11-15	86100	7	5
9	1003	10701010	2017-11-16	46040	4	5
11	1018	10701010	2017-11-08	20000	4	7
12	1046	10701010	2017-11-08	52328	4	10
14	1005	10701010	2017-11-08	52250	5	11
17	1011	10701010	2017-11-27	12650	5	5
18	1015	10701010	2017-11-16	95100	5	12
19	1014	10701010	2017-11-06	18610	5	5
20	1038	10701010	2017-11-06	73800	6	1
21	1034	10701010	2017-11-06	54996	6	8
22	1066	10801101	2017-11-27	249486	6	5
23	1071	10801101	2017-11-16	22368	6	3
24	1069	10801101	2017-11-06	4350	5	13
25	1070	10801101	2017-11-07	5305	5	7
26	1027	10801101	2017-11-08	54000	5	5
27	1041	10801101	2017-11-09	21500	5	2
30	1008	11001007	2017-11-16	59950	5	5
31	1017	11001007	2017-11-08	39100	5	7
33	1064	11001007	2017-11-09	50952	4	11
34	1002	11001007	2017-11-16	46800	4	5
37	1053	11001007	2017-11-07	4180	5	7
40	1046	11101002	2017-11-16	65410	5	5
41	1049	11101002	2017-11-09	74415	5	5
42	1067	11101002	2017-11-09	10375	5	4
43	1039	11101002	2017-11-16	44814	6	1
44	1041	11101002	2017-11-09	25800	6	11
45	1040	16451004	2017-11-16	40680	6	7
46	1027	16451004	2017-11-06	64800	6	3
47	1039	14561110	2017-11-09	29876	4	7
49	1070	14561110	2017-11-16	4244	4	10
50	1069	14561110	2017-11-09	3480	4	2
51	1013	14561110	2017-11-09	35172	4	15
54	1017	17821103	2017-11-06	39100	5	5
55	1035	17821103	2017-11-09	29946	6	1
56	1035	17821103	2017-11-10	29946	6	5
58	1051	17821103	2017-11-06	32140	4	5
59	1065	17821103	2017-11-09	144448	4	7
61	1012	17821103	2017-11-08	26325	5	8
65	1050	17771102	2017-11-06	35718	6	5
68	1012	15581009	2017-11-08	21060	4	7
69	1068	15581009	2017-11-08	39908	4	9
70	1005	15581009	2017-11-06	41800	4	15
72	1067	15581009	2017-11-07	6225	3	10
74	1060	15581009	2017-11-07	16260	5	10
76	1012	15581009	2017-11-09	15795	3	7
78	1064	14821005	2017-11-08	63690	5	8
79	1002	14821005	2017-11-06	58500	5	6
80	1051	14821005	2017-11-10	40175	5	9
82	1012	14561110	2017-11-10	15795	3	10
83	1002	14561110	2017-11-07	35100	3	4
85	1010	14561110	2017-11-07	7740	3	8
87	1060	11101002	2017-11-10	22764	7	7
88	1061	11101002	2017-11-10	15358	7	5
89	1059	11101002	2017-11-07	7133	7	2
93	1046	17001008	2017-11-10	52328	4	8
95	1022	10801101	2017-11-11	14950	5	15
96	1048	10801101	2017-11-11	38780	5	5
97	1004	10801101	2017-11-09	29850	5	7
99	1023	10801101	2017-11-12	64500	5	11
100	1005	10801101	2017-11-12	52250	5	5
101	1045	10801101	2017-11-06	56585	5	13
102	1015	15581009	2017-11-12	76080	4	11
103	1050	15581009	2017-11-14	23812	4	12
104	1013	15581009	2017-11-11	35172	4	7
105	1008	15581009	2017-11-12	47960	4	5
107	1016	10801101	2017-11-10	35950	5	5
108	1010	15581009	2017-11-11	10320	4	8
109	1009	15581009	2017-11-13	63920	4	7
110	1007	15581009	2017-11-06	63920	4	5
111	1015	15581009	2017-11-14	76080	4	10
112	1015	11001007	2017-11-10	95100	5	5
113	1014	11001007	2017-11-13	18610	5	7
114	1013	11001007	2017-11-07	43965	5	5
115	1015	11001007	2017-11-13	95100	5	5
116	1013	17001003	2017-11-07	52758	6	7
120	1016	17001003	2017-11-10	43140	6	8
121	1023	17001003	2017-11-06	77400	6	8
122	1050	17001003	2017-11-13	35718	6	7
123	1053	17001003	2017-11-07	5016	6	10
124	1010	17001003	2017-11-13	15480	6	5
125	1045	17001003	2017-11-07	67902	6	9
126	1019	17001003	2017-11-10	55100	5	1
127	1021	17001003	2017-11-14	12450	5	5
129	1012	17001003	2017-11-06	26325	5	10
130	1012	17001003	2017-11-14	26325	5	5
131	1002	17001003	2017-11-10	58500	5	10
132	1064	17001003	2017-11-11	63690	5	7
133	1046	17001003	2017-11-06	65410	5	4
134	1020	17001003	2017-11-12	14950	5	8
135	1003	15581009	2017-11-15	34530	3	5
137	1036	17771102	2017-11-06	536025	7	7
138	1033	17771102	2017-11-16	332150	7	9
139	1034	17771102	2017-11-12	64162	7	5
140	1066	17771102	2017-11-16	291067	7	10
145	1063	17771102	2017-11-10	124932	6	10
146	1048	17771102	2017-11-19	46536	6	8
147	1050	17771102	2017-11-16	35718	6	12
150	1045	17771102	2017-11-19	67902	6	5
151	1020	17771102	2017-11-19	14950	5	10
152	1021	17771102	2017-11-10	12450	5	5
153	1065	17771102	2017-11-16	180560	5	5
154	1012	17771102	2017-11-10	26325	5	8
155	1051	17771102	2017-11-11	40175	5	8
157	1055	17771102	2017-11-16	4175	5	6
158	1015	17771102	2017-11-10	114120	6	10
159	1014	17771102	2017-11-15	22332	6	8
161	1009	16451004	2017-11-11	95880	6	10
162	1013	16451004	2017-11-14	52758	6	7
163	1066	16451004	2017-11-11	291067	7	5
164	1038	16451004	2017-11-14	86100	7	6
165	1036	16451004	2017-11-15	536025	7	8
166	1033	16451004	2017-11-11	332150	7	10
167	1005	16451004	2017-11-17	62700	6	10
168	1006	16451004	2017-11-19	68220	6	5
171	1019	16451004	2017-11-12	55100	5	10
173	1011	16451004	2017-11-16	12650	5	5
174	1049	16451004	2017-11-11	74415	5	5
175	1067	16451004	2017-11-15	10375	5	9
176	1065	16451004	2017-11-12	180560	5	7
177	1018	16451004	2017-11-16	25000	5	5
178	1051	16451004	2017-11-12	40175	5	5
179	1012	16451004	2017-11-17	26325	5	8
180	1066	16451004	2017-11-19	291067	7	10
182	1034	14821005	2017-11-14	64162	7	1
185	1027	14821005	2017-11-19	64800	6	10
186	1025	14821005	2017-11-17	348600	6	5
187	1041	14821005	2017-11-12	25800	6	8
188	1026	14821005	2017-11-15	93600	6	15
189	1012	14821005	2017-11-14	26325	5	10
191	1002	14821005	2017-11-14	58500	5	10
192	1046	14821005	2017-11-19	65410	5	5
194	1051	14821005	2017-11-14	40175	5	8
195	1011	14821005	2017-11-17	12650	5	7
197	1022	14821005	2017-11-12	17940	6	1
198	1010	14821005	2017-11-14	15480	6	10
199	1005	14821005	2017-11-17	62700	6	11
200	1045	14821005	2017-11-14	67902	6	10
201	1023	14821005	2017-11-15	77400	6	10
202	1006	14821005	2017-11-12	68220	6	5
203	1062	14821005	2017-11-20	138966	6	10
205	1023	10701010	2017-11-18	64500	5	10
206	1048	10701010	2017-11-18	38780	5	5
209	1062	10701010	2017-11-12	115805	5	10
210	1004	10701010	2017-11-15	29850	5	8
211	1063	10701010	2017-11-16	104110	5	9
212	1061	10701010	2017-11-12	13164	6	1
213	1059	10701010	2017-11-14	6114	6	7
215	1007	14821005	2017-11-14	95880	6	11
216	1007	17001003	2017-11-12	95880	6	10
217	1007	11101002	2017-11-14	95880	6	5
219	1014	11101002	2017-11-17	22332	6	4
220	1014	16451004	2017-11-15	22332	6	8
225	1015	13781006	2017-11-18	76080	4	7
226	1007	13781006	2017-11-20	63920	4	5
227	1042	17821103	2017-11-14	20118	6	7
228	1031	16451004	2017-11-15	119350	7	8
232	1030	17771102	2017-11-12	158690	7	3
233	1030	17771102	2017-11-20	158690	7	10
235	1031	14821005	2017-11-14	119350	7	5
237	1042	14821005	2017-11-27	23471	7	7
238	1043	10701010	2017-11-14	16680	6	4
239	1044	10701010	2017-11-27	49080	6	10
240	1029	10701010	2017-11-27	360000	6	4
241	1044	11001007	2017-11-12	49080	6	7
242	1032	11001007	2017-11-27	412200	6	5
244	1030	17821103	2017-11-14	136020	6	7
246	1042	15581009	2017-11-27	16765	5	5
247	1029	15581009	2017-11-27	300000	5	10
248	1044	15581009	2017-11-12	40900	5	7
249	1043	15581009	2017-11-27	13900	5	10
250	1029	15581009	2017-11-16	300000	5	7
251	1032	15581009	2017-11-27	343500	5	5
252	1047	15581009	2017-11-20	53225	5	5
255	1052	14561110	2017-11-12	13630	5	1
256	1052	14561110	2017-11-27	13630	5	3
257	1052	16451004	2017-11-16	13630	5	5
258	1047	16451004	2017-11-26	53225	5	10
259	1056	16451004	2017-11-20	2740	5	10
260	1047	16451004	2017-11-12	53225	5	5
261	1052	17821103	2017-11-22	13630	5	10
262	1047	17821103	2017-11-22	53225	5	3
263	1056	11101002	2017-11-15	2740	5	5
264	1056	11001007	2017-11-25	2740	5	3
266	1052	15581009	2017-11-14	13630	5	1
267	1058	15581009	2017-11-21	5095	5	10
270	1057	14561110	2017-11-22	5045	5	5
271	1058	16451004	2017-11-16	7133	7	3
272	1057	14821005	2017-11-12	7063	7	10
273	1057	14821005	2017-11-21	7063	7	5
274	1057	10801101	2017-11-15	6054	6	10
275	1058	11001007	2017-11-20	6114	6	5
276	1057	17771102	2017-11-21	7063	7	4
278	1057	17821103	2017-11-15	6054	6	10
279	1009	17821103	2017-11-16	79900	5	6
281	1009	17001003	2017-11-15	95880	6	7
284	1017	14561110	2017-11-21	31280	4	5
285	1008	14561110	2017-11-16	47960	4	10
286	1007	14561110	2017-11-23	63920	4	1
288	1013	17821103	2017-11-21	43965	5	5
290	1034	11001007	2017-11-23	54996	6	8
293	1033	10801101	2017-11-20	284700	6	2
294	1007	10801101	2017-11-23	79900	5	10
295	1015	10801101	2017-11-16	95100	5	5
296	1008	10801101	2017-11-21	59950	5	5
298	1014	15581009	2017-11-23	14888	4	2
299	1008	15581009	2017-11-21	47960	4	7
300	1007	15581009	2017-11-24	63920	4	1
303	1013	17821103	2017-11-21	43965	5	2
304	1015	16451004	2017-11-24	114120	6	8
307	1012	10701010	2017-11-21	21060	4	5
308	1003	13781006	2017-11-21	34530	3	3
